what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1296233448549
started,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1296233448552
started,bundle,org.eclipse.jface,3.6.1.M20100825-0800,"org.eclipse.jface",1296233448552
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1296233448553
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1296233448553
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1296233448554
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1296233448554
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1296233448554
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1296233448555
started,bundle,org.eclipse.mylyn.context.ui,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.ui",1296233448555
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.monitor.ui",1296233448556
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.tasks.ui",1296233448556
started,bundle,org.eclipse.mylyn.team.ui,3.4.2.v20100909-0100-e3x,"org.eclipse.mylyn.team.ui",1296233448557
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1296233448558
started,bundle,org.eclipse.team.core,3.5.100.R36x_v20100825-0800,"org.eclipse.team.core",1296233448558
started,bundle,org.eclipse.team.cvs.core,3.3.300.I20100526-0800,"org.eclipse.team.cvs.core",1296233448559
started,bundle,org.eclipse.team.cvs.ui,3.3.301.R36x_v20100825-0800,"org.eclipse.team.cvs.ui",1296233448560
started,bundle,org.eclipse.team.ui,3.5.101.R36x_v20100825-0800,"org.eclipse.team.ui",1296233448560
started,bundle,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui",1296233448562
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1296233448562
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1296233448563
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1296233448563
started,bundle,org.eclipse.ui.ide,3.6.1.M20100825-0800,"org.eclipse.ui.ide",1296233448564
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1296233448565
started,bundle,org.eclipse.ui.views,3.5.0.I20100527-0800,"org.eclipse.ui.views",1296233448565
started,bundle,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"org.eclipse.ui.workbench",1296233448566
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1296233448567
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1296233448567
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1296233448568
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1296233448568
os,sysinfo,,,"macosx",1296233448571
arch,sysinfo,,,"x86_64",1296233448571
ws,sysinfo,,,"cocoa",1296233448571
locale,sysinfo,,,"en_US",1296233448571
processors,sysinfo,,,"2",1296233448571
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1296233448572
java.runtime.version,sysinfo,,,"1.6.0_22-b04-307-10M3261",1296233448572
java.specification.name,sysinfo,,,"Java Platform API Specification",1296233448572
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296233448572
java.specification.version,sysinfo,,,"1.6",1296233448572
java.vendor,sysinfo,,,"Apple Inc.",1296233448572
java.version,sysinfo,,,"1.6.0_22",1296233448572
java.vm.info,sysinfo,,,"mixed mode",1296233448572
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1296233448572
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1296233448572
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1296233448572
java.vm.specification.version,sysinfo,,,"1.0",1296233448572
java.vm.vendor,sysinfo,,,"Apple Inc.",1296233448572
java.vm.version,sysinfo,,,"17.1-b03-307",1296233448572
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233461302
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233468293
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233475936
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233495395
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.newWizard",1296233495438
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233502555
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233530013
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1296233548154
started,bundle,org.eclipse.jdt.launching,3.5.100.v20100526,"org.eclipse.jdt.launching",1296233548155
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1296233548167
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233549694
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233680724
closed,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1296233688767
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1296233689127
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1296233689268
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1296233689269
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1296233689278
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1296233689279
stopped,bundle,org.eclipse.mylyn.java.tasks,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.tasks",1296233689280
stopped,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1296233689281
stopped,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1296233689282
stopped,bundle,org.eclipse.jdt.apt.ui,3.3.300.v20100513-0845,"org.eclipse.jdt.apt.ui",1296233689283
stopped,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1296233689285
stopped,bundle,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui",1296233689285
stopped,bundle,org.eclipse.wst.dtd.ui,1.0.500.v201004290328,"org.eclipse.wst.dtd.ui",1296233689286
stopped,bundle,org.eclipse.wst.xsd.ui,1.2.303.v201004290328,"org.eclipse.wst.xsd.ui",1296233689289
